surface,scope,path,category,grain,interpretation_use,bytes,line_count
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_008_2026-04-20_2026-04-24/community_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,62,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_008_2026-04-20_2026-04-24/community_selection_inputs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,102,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_008_2026-04-20_2026-04-24/daily_exchange.jsonl,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",263707,10
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_008_2026-04-20_2026-04-24/daily_exchange_summary.csv,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",954,11
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_008_2026-04-20_2026-04-24/exchange_fills.csv,fills,executed fill,"prices, quantities, and execution",25503,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_008_2026-04-20_2026-04-24/portfolio_updates.jsonl,portfolio state,agent × post-fill turn,"cash, holdings, asset value, and PnL",188352,300
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_008_2026-04-20_2026-04-24/run_complete.json,completion marker,run,whether the recorded run completed,304,8
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_008_2026-04-20_2026-04-24/run_metadata.json,run specification,run,"period, condition flags, concurrency, and input paths",1876,95
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_008_2026-04-20_2026-04-24/submitted_orders.csv,orders,submitted order,requested buy/sell orders before fills,109997,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/agent_turns.csv,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",257196,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/agent_turns.jsonl,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",5835189,300
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/community_best_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,56,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/community_interactions.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,110,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/community_logs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,115,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/community_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,62,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/community_selection_inputs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,102,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/daily_exchange.jsonl,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",267623,10
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/daily_exchange_summary.csv,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",954,11
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/exchange_fills.csv,fills,executed fill,"prices, quantities, and execution",25538,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/portfolio_updates.jsonl,portfolio state,agent × post-fill turn,"cash, holdings, asset value, and PnL",189620,300
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/run_complete.json,completion marker,run,whether the recorded run completed,304,8
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/run_metadata.json,run specification,run,"period, condition flags, concurrency, and input paths",1876,95
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_009_2026-04-27_2026-05-04/submitted_orders.csv,orders,submitted order,requested buy/sell orders before fills,113851,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/agent_turns.csv,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",264492,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/agent_turns.jsonl,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",5910396,300
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/community_best_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,56,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/community_interactions.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,110,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/community_logs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,115,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/community_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,62,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/community_selection_inputs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,102,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/daily_exchange.jsonl,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",266825,10
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/daily_exchange_summary.csv,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",954,11
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/exchange_fills.csv,fills,executed fill,"prices, quantities, and execution",25491,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/portfolio_updates.jsonl,portfolio state,agent × post-fill turn,"cash, holdings, asset value, and PnL",188602,300
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/run_complete.json,completion marker,run,whether the recorded run completed,304,8
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/run_metadata.json,run specification,run,"period, condition flags, concurrency, and input paths",1876,95
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_010_2026-05-06_2026-05-12/submitted_orders.csv,orders,submitted order,requested buy/sell orders before fills,113189,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/agent_turns.csv,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",253472,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/agent_turns.jsonl,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",5793248,300
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/community_best_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,56,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/community_interactions.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,110,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/community_logs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,115,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/community_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,62,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/community_selection_inputs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,102,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/daily_exchange.jsonl,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",264731,10
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/daily_exchange_summary.csv,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",954,11
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/exchange_fills.csv,fills,executed fill,"prices, quantities, and execution",25537,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/portfolio_updates.jsonl,portfolio state,agent × post-fill turn,"cash, holdings, asset value, and PnL",183213,300
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/run_complete.json,completion marker,run,whether the recorded run completed,304,8
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/run_metadata.json,run specification,run,"period, condition flags, concurrency, and input paths",1876,95
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_011_2026-05-13_2026-05-19/submitted_orders.csv,orders,submitted order,requested buy/sell orders before fills,110951,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/agent_turns.csv,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",262687,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/agent_turns.jsonl,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",5924041,300
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/community_best_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,56,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/community_interactions.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,110,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/community_logs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,115,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/community_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,62,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/community_selection_inputs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,102,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/daily_exchange.jsonl,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",266689,10
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/daily_exchange_summary.csv,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",954,11
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/exchange_fills.csv,fills,executed fill,"prices, quantities, and execution",25495,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/portfolio_updates.jsonl,portfolio state,agent × post-fill turn,"cash, holdings, asset value, and PnL",185974,300
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/run_complete.json,completion marker,run,whether the recorded run completed,304,8
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/run_metadata.json,run specification,run,"period, condition flags, concurrency, and input paths",1876,95
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_012_2026-05-20_2026-05-27/submitted_orders.csv,orders,submitted order,requested buy/sell orders before fills,113033,301
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/agent_turns.csv,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",158304,181
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/agent_turns.jsonl,decision trace,agent × AM/PM turn,"news/context, belief, rationale, action, quantity",3495961,180
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/community_best_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,56,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/community_interactions.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,110,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/community_logs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,115,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/community_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,62,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/community_selection_inputs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,102,1
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/daily_exchange.jsonl,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",160336,6
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/daily_exchange_summary.csv,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",613,7
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/exchange_fills.csv,fills,executed fill,"prices, quantities, and execution",15317,181
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/portfolio_updates.jsonl,portfolio state,agent × post-fill turn,"cash, holdings, asset value, and PnL",111268,180
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/run_complete.json,completion marker,run,whether the recorded run completed,304,8
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/run_metadata.json,run specification,run,"period, condition flags, concurrency, and input paths",1875,95
run,chunk copy,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/chunks/chunk_013_2026-05-28_2026-06-01/submitted_orders.csv,orders,submitted order,requested buy/sell orders before fills,68251,181
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/community_best_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,56,1
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/community_interactions.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,110,1
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/community_logs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,115,1
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/community_posts.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,62,1
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/community_selection_inputs.csv,community trace,post/read/reaction,should be empty or irrelevant under C00 community off,102,1
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/daily_exchange.jsonl,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",3352101,146
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/daily_exchange_summary.csv,daily market summary,date × subturn,"aggregate order/fill counts, price, and volume",12420,147
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/exchange_fills.csv,fills,executed fill,"prices, quantities, and execution",320237,3781
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/portfolio_updates.jsonl,portfolio state,agent × post-fill turn,"cash, holdings, asset value, and PnL",2584231,4380
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/run_complete.json,completion marker,run,whether the recorded run completed,206,5
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/run_metadata.json,run specification,run,"period, condition flags, concurrency, and input paths",2376,97
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/runtime_sim.db,runtime/checkpoint state,internal,recovery artifact; inspect only for integrity diagnosis,20299776,
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/runtime_sim.db.lock,supporting artifact,file,auxiliary run evidence,10,
run,root,outputs/logs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/submitted_orders.csv,orders,submitted order,requested buy/sell orders before fills,1408605,3781
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/daily_comparison_value.csv,validation daily comparison,date,C00 net flow versus real investor flow and direction match,8977,59
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/daily_comparison_volume.csv,validation daily comparison,date,C00 net flow versus real investor flow and direction match,7425,59
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/down_market_20260227_20260331_skip3/daily_comparison_value.csv,validation daily comparison,date,C00 net flow versus real investor flow and direction match,3110,20
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/down_market_20260227_20260331_skip3/daily_comparison_volume.csv,validation daily comparison,date,C00 net flow versus real investor flow and direction match,2609,20
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/down_market_20260227_20260331_skip3/normalized_comparison_value.csv,validation normalized comparison,date,scale-normalized C00 and real investor flow comparison,7839,20
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/down_market_20260227_20260331_skip3/normalized_comparison_volume.csv,validation normalized comparison,date,scale-normalized C00 and real investor flow comparison,7342,20
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/down_market_20260227_20260331_skip3/summary_metrics.json,validation summary,run,direction metrics and repository baseline comparisons,16598,603
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/down_market_20260227_20260331_skip3/validation_report.pdf,validation report,run,rendered validation summary; inspect against underlying CSV/JSON,54311,
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/normalized_comparison_value.csv,validation normalized comparison,date,scale-normalized C00 and real investor flow comparison,23192,59
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/normalized_comparison_volume.csv,validation normalized comparison,date,scale-normalized C00 and real investor flow comparison,21629,59
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/summary_metrics.json,validation summary,run,direction metrics and repository baseline comparisons,17014,605
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/up_market_20260401_20260601_skip0/daily_comparison_value.csv,validation daily comparison,date,C00 net flow versus real investor flow and direction match,6419,42
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/up_market_20260401_20260601_skip0/daily_comparison_volume.csv,validation daily comparison,date,C00 net flow versus real investor flow and direction match,5316,42
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/up_market_20260401_20260601_skip0/normalized_comparison_value.csv,validation normalized comparison,date,scale-normalized C00 and real investor flow comparison,16516,42
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/up_market_20260401_20260601_skip0/normalized_comparison_volume.csv,validation normalized comparison,date,scale-normalized C00 and real investor flow comparison,15437,42
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/up_market_20260401_20260601_skip0/summary_metrics.json,validation summary,run,direction metrics and repository baseline comparisons,16559,595
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/up_market_20260401_20260601_skip0/validation_report.pdf,validation report,run,rendered validation summary; inspect against underlying CSV/JSON,56862,
validation,root,validation/outputs/simulation_20260715_30agents_commoff_fakenews_off_20260227_20260601/validation_report.pdf,validation report,run,rendered validation summary; inspect against underlying CSV/JSON,58376,
