article_id,date,time_published_input,category,source,url,title,date_published(재수집),date_modified(재수집),effective_exposure_time(=max),rescrape_status
news_20260317_섹터_0035,2026-03-17,10:33,섹터,mk,https://www.mk.co.kr/news/stock/11990051,반도체 ·바이오에 AI더했다…한화자산운용도 코스닥액티브 ETF 출시,2026-03-17T10:33:55+09:00,,2026-03-17 10:33,ok
news_20260317_섹터_0036,2026-03-17,10:45,섹터,mk,https://www.mk.co.kr/news/business/11990064,젠슨 황 “삼성에 감사”…엔비디아 차세대 AI칩 만든다,2026-03-17T10:45:33+09:00,2026-03-17T10:45:33+09:00,2026-03-17 10:45,ok
news_20260317_경제_0004,2026-03-17,12:25,경제,mk,https://www.mk.co.kr/news/economy/11990170,‘원화값 1500원’이 뉴노멀? “전쟁은 일시적이지만 원화값 약세는 구조적 문제”,2026-03-17T12:25:03+09:00,2026-03-17T13:06:51+09:00,2026-03-17 13:06,ok
news_20260317_경제_0009,2026-03-17,15:15,경제,mk,https://www.mk.co.kr/news/economy/11990275,내일부터 사장님도 ‘대출 갈아타기’…스마트폰으로 금리 낮춘다,2026-03-17T15:15:19+09:00,,2026-03-17 15:15,ok
news_20260317_경제_0010,2026-03-17,15:34,경제,mk,https://www.mk.co.kr/news/economy/11990296,없어서 못파는 HBM·백악관 대변인도 인증한 마스크팩…“이 정도 되니 세계 1등”,2026-03-17T15:34:19+09:00,,2026-03-17 15:34,ok
news_20260317_경제_0013,2026-03-17,16:01,경제,mk,https://www.mk.co.kr/news/economy/11990342,혁신 인재의 요람 대세는 AI 캠퍼스,2026-03-17T16:01:28+09:00,,2026-03-17 16:01,ok
news_20260317_섹터_0038,2026-03-17,16:32,섹터,mk,https://www.mk.co.kr/news/business/11990387,HBM4E 실물 띄운 삼성 vs 최태원·곽노정 뜬 SK…‘엔비디아 동맹’ 총력전,2026-03-17T16:32:58+09:00,,2026-03-17 16:32,ok
news_20260317_종목_0041,2026-03-17,17:56,종목,mk,https://www.mk.co.kr/news/stock/11990511,"이란, 이라크 美대사관 공격에…힘차게 날던 삼전닉스 '주춤'",2026-03-17T17:56:25+09:00,2026-03-17T23:40:35+09:00,2026-03-17 23:40,ok
news_20260317_종목_0042,2026-03-17,17:57,종목,mk,https://www.mk.co.kr/news/business/11990526,"삼성 ""메모리 토털 솔루션 제공"" 엔비디아와 'AI 동맹' 한층 강화",2026-03-17T17:57:11+09:00,2026-03-17T19:44:44+09:00,2026-03-17 19:44,ok
news_20260317_종목_0043,2026-03-17,18:05,종목,mk,https://www.mk.co.kr/news/business/11990575,"최태원 ""해외선 전력·용수 확보 어려워 … 대응 빠른 韓 생산확대""",2026-03-17T18:05:05+09:00,2026-03-17T19:39:36+09:00,2026-03-17 19:39,ok
news_20260317_종목_0044,2026-03-17,18:07,종목,mk,https://www.mk.co.kr/news/it/11990590,"엔비디아 추론칩, 삼성전자 가 만든다",2026-03-17T18:07:57+09:00,,2026-03-17 18:07,ok
news_20260317_종목_0045,2026-03-17,19:19,종목,mk,https://www.mk.co.kr/news/business/11990631,"삼성, 印릴라이언스서 암모니아 확보",2026-03-17T19:19:26+09:00,2026-03-18T09:46:23+09:00,2026-03-18 09:46,ok
news_20260318_섹터_0021,2026-03-18,05:14,섹터,mk,https://www.mk.co.kr/news/it/11990927,"[GTC2026]엔비디아 “AI 추론 시대, 삼성과 협력 확대”",,,,ok_no_jsonld_published
news_20260318_섹터_0022,2026-03-18,06:27,섹터,mk,https://www.mk.co.kr/news/stock/11990977,젠슨황 호재마저 격추시킨 이란드론…하이닉스 오히려 뒷걸음질,2026-03-18T06:27:03+09:00,,2026-03-18 06:27,ok
news_20260318_섹터_0031,2026-03-18,09:26,섹터,mk,https://www.mk.co.kr/news/stock/11991111,"특징주, 매커스-드론 테마 상승세에 5.57% ↑",2026-03-18T09:26:47+09:00,,2026-03-18 09:26,ok
news_20260318_섹터_0032,2026-03-18,09:26,섹터,mk,https://www.mk.co.kr/news/stock/11991114,"특징주, 케이알엠-드론 테마 상승세에 4.75% ↑",2026-03-18T09:26:58+09:00,,2026-03-18 09:26,ok
news_20260318_섹터_0034,2026-03-18,09:48,섹터,mk,https://www.mk.co.kr/news/economy/11991142,BTS 드디어 컴백 잠자던 K엔터주 ‘벌떡’,2026-03-18T09:48:25+09:00,,2026-03-18 09:48,ok
news_20260318_섹터_0035,2026-03-18,10:10,섹터,mk,https://www.mk.co.kr/news/stock/11991165,“20만전자·100만닉스 재탈환”…美 훈풍에 반도체 주 ‘동반 질주’,2026-03-18T10:10:41+09:00,,2026-03-18 10:10,ok
news_20260318_경제_0002,2026-03-18,10:15,경제,mk,https://www.mk.co.kr/news/economy/11991175,"GSL바이오·KOVIS·매경, 경축순환농업 공동 추진",2026-03-18T10:15:18+09:00,,2026-03-18 10:15,ok
news_20260318_섹터_0037,2026-03-18,10:47,섹터,mk,https://www.mk.co.kr/news/stock/11991209,20만전자·100만닉스 회복에 차익실현 나선 초고수 [주식 초고수는 지금],2026-03-18T10:47:01+09:00,,2026-03-18 10:47,ok
news_20260318_섹터_0038,2026-03-18,10:47,섹터,mk,https://www.mk.co.kr/news/stock/11991223,"SK하이닉스, `재평가 국면 진입 기대` 증권사 발표에 강세",2026-03-18T10:47:40+09:00,,2026-03-18 10:47,ok
news_20260318_경제_0006,2026-03-18,14:09,경제,mk,https://www.mk.co.kr/news/economy/11991375,고용 훈풍인 줄 알았더니… 노인·단순노무만 늘고 청년·전문직 급감,2026-03-18T14:09:40+09:00,,2026-03-18 14:09,ok
news_20260318_경제_0007,2026-03-18,14:38,경제,mk,https://www.mk.co.kr/news/economy/11991409,"재경부, 나프타 주·부산물에 ‘0% 할당관세’...‘대산 1호 프로젝트’ 첫 수혜",2026-03-18T14:38:25+09:00,,2026-03-18 14:38,ok
news_20260318_섹터_0041,2026-03-18,14:39,섹터,mk,https://www.mk.co.kr/news/business/11991411,"[속보] 삼성전자 노조, 쟁의투표서 93.1% 찬성…5월 총파업 예고",2026-03-18T14:39:18+09:00,2026-03-18T15:08:06+09:00,2026-03-18 15:08,ok
news_20260318_섹터_0042,2026-03-18,16:12,섹터,mk,https://www.mk.co.kr/news/business/11991606,"“스마트폰으로 담는 빛의 미학”…샤오미코리아, 조세현 작가와 사진 공모전",2026-03-18T16:12:30+09:00,,2026-03-18 16:12,ok
news_20260318_섹터_0043,2026-03-18,17:00,섹터,mk,https://www.mk.co.kr/news/business/11991637,삼성전자 “AMD에 HBM4 우선 공급”…양사 협력 확대 맞손,2026-03-18T17:00:00+09:00,,2026-03-18 17:00,ok
news_20260318_종목_0048,2026-03-18,17:29,종목,mk,https://www.mk.co.kr/news/stock/11991729,밸류업·기술주 공모펀드 수익률 고공행진,2026-03-18T17:29:48+09:00,,2026-03-18 17:29,ok
news_20260318_경제_0013,2026-03-18,17:38,경제,mk,https://www.mk.co.kr/news/economy/11991749,유명무실한 은행 대환대출…1년새 55% 뚝,2026-03-18T17:38:56+09:00,2026-03-18T20:18:54+09:00,2026-03-18 20:18,ok
news_20260318_종목_0050,2026-03-18,17:45,종목,mk,https://www.mk.co.kr/news/stock/11991789,[미국 주식 돋보기] 반도체 랠리 올라탄 마이크론 시총 5000억달러도 뚫어버려,2026-03-18T17:45:10+09:00,,2026-03-18 17:45,ok
news_20260318_종목_0051,2026-03-18,17:45,종목,mk,https://www.mk.co.kr/news/stock/11991790,"""생큐, 젠슨 황"" … 다시 20만전자·100만닉스",2026-03-18T17:45:11+09:00,2026-03-18T19:59:56+09:00,2026-03-18 19:59,ok
news_20260318_종목_0052,2026-03-18,17:51,종목,mk,https://www.mk.co.kr/news/it/11991814,"""한국은 창업도 단기실적 집착""… 인재도 아이디어도 떠났다",2026-03-18T17:51:45+09:00,2026-03-18T19:44:51+09:00,2026-03-18 19:44,ok
news_20260318_종목_0054,2026-03-18,17:53,종목,mk,https://www.mk.co.kr/news/business/11991825,"""삼성이 돌아왔다"" … HBM은 초격차, 모든 가전엔 AI 탑재",2026-03-18T17:53:51+09:00,2026-03-18T20:02:45+09:00,2026-03-18 20:02,ok
news_20260319_경제_0002,2026-03-19,03:37,경제,mk,https://www.mk.co.kr/news/economy/11991966,“10년 넣었는데 2.3%가 뭐니?”…수익률 낮은 퇴직연금 퇴출한다,2026-03-19T03:37:21+09:00,2026-03-19T10:55:06+09:00,2026-03-19 10:55,ok
news_20260319_섹터_0021,2026-03-19,03:39,섹터,mk,https://www.mk.co.kr/news/stock/11991971,"마이크론, 고유가도 전쟁도 뚫었다…시총 5000억달러 첫 돌파",2026-03-19T03:39:37+09:00,,2026-03-19 03:39,ok
news_20260319_경제_0004,2026-03-19,09:17,경제,mk,https://www.mk.co.kr/news/economy/11992122,"직원 평균연봉 2억 육박…‘역대급 실적 행진’ 은행권, 주수익원 보니",2026-03-19T09:17:07+09:00,2026-03-19T09:18:50+09:00,2026-03-19 09:18,ok
news_20260319_섹터_0028,2026-03-19,10:42,섹터,mk,https://www.mk.co.kr/news/stock/11992228,중동전쟁 격화에 유가 급등…원전이 대안? [주식 초고수는 지금],2026-03-19T10:42:49+09:00,,2026-03-19 10:42,ok
news_20260319_섹터_0029,2026-03-19,10:48,섹터,mk,https://www.mk.co.kr/news/business/11992235,"이청 삼성D 사장, 세계정보디스플레이학회 펠로 선임",2026-03-19T10:48:49+09:00,,2026-03-19 10:48,ok
news_20260319_경제_0007,2026-03-19,10:49,경제,mk,https://www.mk.co.kr/news/economy/11992239,홍원학 삼성생명 대표 “시니어·헬스케어 등 신규수익 모델 강화”,2026-03-19T10:49:54+09:00,,2026-03-19 10:49,ok
news_20260319_섹터_0030,2026-03-19,10:58,섹터,mk,https://www.mk.co.kr/news/business/11992253,"브이에스엘, 고난이도 진공 설계의 파괴적 혁신",2026-03-19T10:58:13+09:00,,2026-03-19 10:58,ok
news_20260319_섹터_0031,2026-03-19,11:01,섹터,mk,https://www.mk.co.kr/news/business/11992262,경북도 10년간 1130억 원 투입…바이오 반도체 육성,2026-03-19T11:01:52+09:00,,2026-03-19 11:01,ok
news_20260319_경제_0008,2026-03-19,11:08,경제,mk,https://www.mk.co.kr/news/economy/11992288,"수신 확보 나선 저축銀…웰컴저축은행, 정기예금 금리 연 3.3%까지 올렸다",2026-03-19T11:08:30+09:00,,2026-03-19 11:08,ok
news_20260319_섹터_0037,2026-03-19,13:45,섹터,mk,https://www.mk.co.kr/news/world/11992423,시총 5000억달러 뚫은 마이크론…매출 3배 급증,2026-03-19T13:45:48+09:00,2026-03-19T13:45:48+09:00,2026-03-19 13:45,ok
news_20260319_섹터_0038,2026-03-19,13:57,섹터,mk,https://www.mk.co.kr/news/sports/11992437,“집중·정교…골프와 치과는 닮았죠” 치과기업 미니쉬 골프단 창단,2026-03-19T13:57:49+09:00,,2026-03-19 13:57,ok
news_20260319_경제_0010,2026-03-19,14:59,경제,mk,https://www.mk.co.kr/news/economy/11992512,"KB국민은행, 군인에게 적금이자 연 10.5% 준다",2026-03-19T14:59:22+09:00,2026-03-19T16:14:31+09:00,2026-03-19 16:14,ok
news_20260319_섹터_0042,2026-03-19,15:40,섹터,mk,https://www.mk.co.kr/news/business/11992563,"삼성 노조, 5월 총파업 가결은 했는데…“반대한 사람 반성해라” 노노 갈등 ‘또’",2026-03-19T15:40:02+09:00,,2026-03-19 15:40,ok
news_20260319_종목_0046,2026-03-19,17:27,종목,mk,https://www.mk.co.kr/news/it/11992700,"""AI 네이티브, 우리 기술로"" … SI기업들, AX고객 러브콜",2026-03-19T17:27:30+09:00,,2026-03-19 17:27,ok
news_20260319_종목_0048,2026-03-19,17:48,종목,mk,https://www.mk.co.kr/news/society/11992764,"""삼성물산 부당합병 피해""…국민연금, 5억 손배소 시작",2026-03-19T17:48:32+09:00,2026-03-19T18:00:06+09:00,2026-03-19 18:00,ok
news_20260319_종목_0049,2026-03-19,17:50,종목,mk,https://www.mk.co.kr/news/stock/11992773,가스전 폭격·美반도체 악재… 코스피 5700선으로 미끄러져,2026-03-19T17:50:06+09:00,2026-03-19T20:03:25+09:00,2026-03-19 20:03,ok
news_20260319_종목_0050,2026-03-19,17:50,종목,mk,https://www.mk.co.kr/news/stock/11992774,삼성전자 도 '밸류업'… 올해 110조 투자,2026-03-19T17:50:06+09:00,2026-03-19T20:03:35+09:00,2026-03-19 20:03,ok
news_20260319_경제_0019,2026-03-19,18:34,경제,mk,https://www.mk.co.kr/news/economy/11992834,“부모 세대보다 삶이 나아졌다” 53%…10년 전보다 확 줄었다,2026-03-19T18:34:13+09:00,,2026-03-19 18:34,ok
news_20260319_종목_0052,2026-03-19,19:12,종목,mk,https://www.mk.co.kr/news/society/11992865,평택 천지개벽…2040년 100만도시로 도약,2026-03-19T19:12:39+09:00,,2026-03-19 19:12,ok
news_20260320_경제_0001,2026-03-20,00:55,경제,mk,https://www.mk.co.kr/news/economy/11993049,"국민연금, 최윤범 고려아연 회장 재선임에 의결권 ‘미행사’",2026-03-20T00:55:05+09:00,2026-03-20T00:59:30+09:00,2026-03-20 00:59,ok
news_20260320_섹터_0019,2026-03-20,05:16,섹터,mk,https://www.mk.co.kr/news/stock/11993097,"ACM 리서치, 2026년 매출 11억~12억 달러·EPS 49% 증가 전망",2026-03-20T05:16:06+09:00,,2026-03-20 05:16,ok
news_20260320_섹터_0024,2026-03-20,08:10,섹터,mk,https://www.mk.co.kr/news/stock/11993193,"“2028년까지 메모리 반도체 공급 부족…삼성전자, 추가 상승 여력 충분”",2026-03-20T08:10:20+09:00,,2026-03-20 08:10,ok
news_20260320_섹터_0029,2026-03-20,10:21,섹터,mk,https://www.mk.co.kr/news/business/11993369,"“기존에 없던 의료용 모니터 선보인다”…LG전자, ‘KIMES 2026’ 참여",2026-03-20T10:21:24+09:00,,2026-03-20 10:21,ok
news_20260320_섹터_0030,2026-03-20,10:35,섹터,mk,https://www.mk.co.kr/news/business/11993389,‘칩플레이션’의 귀환? 갤럭시 S26이 쏘아 올린 ‘공급망 재편’ 신호탄,2026-03-20T10:35:32+09:00,2026-03-20T10:37:47+09:00,2026-03-20 10:37,ok
news_20260320_섹터_0031,2026-03-20,10:54,섹터,mk,https://www.mk.co.kr/news/stock/11993414,미국·이란 전쟁에 대안 떠오른 원자력…두산에너빌에 풀베팅 [주식 초고수는 지금],2026-03-20T10:54:56+09:00,,2026-03-20 10:54,ok
news_20260320_섹터_0032,2026-03-20,11:17,섹터,mk,https://www.mk.co.kr/news/stock/11993453,판 커지는 ETF 시장…1조 클럽 82개·일평균 거래대금 23조,2026-03-20T11:17:24+09:00,,2026-03-20 11:17,ok
news_20260320_경제_0007,2026-03-20,11:20,경제,mk,https://www.mk.co.kr/news/economy/11993457,“안전자산이라 생각했는데”…치솟던 ‘금값’ 최근 연일 급락세,2026-03-20T11:20:27+09:00,,2026-03-20 11:20,ok
news_20260320_경제_0008,2026-03-20,11:31,경제,mk,https://www.mk.co.kr/news/economy/11993469,"중견련 “페루, 중견기업 글로벌 공급망 안정성 강화 핵심 파트너”",2026-03-20T11:31:03+09:00,,2026-03-20 11:31,ok
news_20260320_섹터_0033,2026-03-20,13:20,섹터,mk,https://www.mk.co.kr/news/stock/11993511,"LS ELECTRIC, 증권사 목표가 상향에 강세…3.09%",2026-03-20T13:20:40+09:00,,2026-03-20 13:20,ok
news_20260320_섹터_0034,2026-03-20,14:51,섹터,mk,https://www.mk.co.kr/news/business/11993595,한국 중소기업 ‘미국 진출’ 지원…한-텍사스경제포럼 공식 출범,2026-03-20T14:51:40+09:00,,2026-03-20 14:51,ok
news_20260320_경제_0009,2026-03-20,15:18,경제,mk,https://www.mk.co.kr/news/economy/11993625,박홍근 기획처 장관 후보 “AI 데이터세엔 공감…추경은 서민 취약계층에 집중”,2026-03-20T15:18:19+09:00,2026-03-20T18:30:54+09:00,2026-03-20 18:30,ok
news_20260320_섹터_0037,2026-03-20,15:19,섹터,mk,https://www.mk.co.kr/news/economy/11993627,"美·이란 전쟁에…정부, 8개월 만에 “경기 하방위험 우려”",2026-03-20T15:19:28+09:00,2026-03-20T15:19:28+09:00,2026-03-20 15:19,ok
news_20260320_경제_0010,2026-03-20,15:41,경제,mk,https://www.mk.co.kr/news/economy/11993676,‘LTV 담합’ 공정위 2720억 과징금에 4대 시중은행 불복 소송,2026-03-20T15:41:16+09:00,,2026-03-20 15:41,ok
news_20260320_섹터_0038,2026-03-20,15:55,섹터,mk,https://www.mk.co.kr/news/columnists/11993711,왜 세계는 다시 ‘하드 머니’를 찾는가 [홍익희의 비트코인 이야기],2026-03-20T15:55:42+09:00,2026-03-28T13:09:53+09:00,2026-03-28 13:09,ok
news_20260320_종목_0040,2026-03-20,16:01,종목,mk,https://www.mk.co.kr/news/business/11993739,반도체 ‘무한 성과급’ 약일까 독일까 [경영전략노트],2026-03-20T16:01:02+09:00,2026-03-25T10:01:09+09:00,2026-03-25 10:01,ok
news_20260320_종목_0042,2026-03-20,16:02,종목,mk,https://www.mk.co.kr/news/business/11993745,‘현금 부자’ 삼전닉스…예금한대도 국내 은행 ‘NO’ 왜?,2026-03-20T16:02:59+09:00,2026-03-23T15:10:03+09:00,2026-03-23 15:10,ok
news_20260320_경제_0013,2026-03-20,16:03,경제,mk,https://www.mk.co.kr/news/economy/11993747,한일 2030 설문조사…당신은 행복하십니까? [스페셜 리포트],2026-03-20T16:03:29+09:00,2026-03-26T20:13:36+09:00,2026-03-26 20:13,ok
news_20260320_섹터_0039,2026-03-20,17:06,섹터,mk,https://www.mk.co.kr/news/business/11993815,백조세탁기 그리고 트윈워시,2026-03-20T17:06:08+09:00,,2026-03-20 17:06,ok
news_20260320_종목_0043,2026-03-20,17:06,종목,mk,https://www.mk.co.kr/news/business/11993814,[이덕주의 전자만사] 1966년 매일경제 1면엔 금성사의 TV 광고… 2026년 매일경제 1면엔 LG전자 로봇 기사,2026-03-20T17:06:07+09:00,2026-03-20T19:54:48+09:00,2026-03-20 19:54,ok
news_20260320_종목_0045,2026-03-20,17:36,종목,mk,https://www.mk.co.kr/news/stock/11993876,삼전 통큰 투자에…웃음짓는 반도체 장비株,2026-03-20T17:36:47+09:00,2026-03-20T19:26:54+09:00,2026-03-20 19:26,ok
news_20260320_종목_0046,2026-03-20,17:59,종목,mk,https://www.mk.co.kr/news/society/11993956,"지자체장이 특사경 지휘 … 기업들 ""정치적 수사 늘어날까 걱정""",2026-03-20T17:59:13+09:00,2026-03-20T19:57:12+09:00,2026-03-20 19:57,ok
news_20260323_경제_0001,2026-03-23,06:07,경제,mk,https://www.mk.co.kr/news/economy/11995112,“평균 월급 480만원씩 따박따박”…최근 혼인신고 급증하는 ‘이 직종’,2026-03-23T06:07:20+09:00,,2026-03-23 06:07,ok
news_20260323_섹터_0011,2026-03-23,09:03,섹터,mk,https://www.mk.co.kr/news/economy/11995175,"[속보] 3월 1∼20일 수출 533억달러, 50.4%↑…일평균 40.4%↑",2026-03-23T09:03:16+09:00,2026-03-23T09:27:11+09:00,2026-03-23 09:27,ok
news_20260323_섹터_0012,2026-03-23,10:40,섹터,mk,https://www.mk.co.kr/news/stock/11995307,반도체 대장주 ‘저점매수’ 나섰다 [주식 초고수는 지금],2026-03-23T10:40:51+09:00,,2026-03-23 10:40,ok
news_20260323_섹터_0013,2026-03-23,11:29,섹터,mk,https://www.mk.co.kr/news/it/11995390,"‘판’을 짜는 능력, 인공지능 시대의 진짜 승부처다 [매경데스크]",2026-03-23T11:29:30+09:00,,2026-03-23 11:29,ok
news_20260323_섹터_0014,2026-03-23,12:46,섹터,mk,https://www.mk.co.kr/news/economy/11995408,“월 400씩 통장에 꽂힌다고?”...직장인 연봉 5000만원 넘었다,2026-03-23T12:46:38+09:00,2026-03-23T12:46:38+09:00,2026-03-23 12:46,ok
news_20260323_섹터_0015,2026-03-23,13:54,섹터,mk,https://www.mk.co.kr/news/economy/11995446,"“이러다 성장률 0%대, 빈 말 아니다”…이란전쟁 장기화 조짐에 전망치 줄하향",2026-03-23T13:54:24+09:00,,2026-03-23 13:54,ok
news_20260323_섹터_0016,2026-03-23,14:10,섹터,mk,https://www.mk.co.kr/news/business/11995474,LG전자 “올해 로봇 사업 원년”…류재철 사장 “액추에이터 직접·설계 생산”,2026-03-23T14:10:16+09:00,2026-03-23T14:10:46+09:00,2026-03-23 14:10,ok
news_20260323_섹터_0017,2026-03-23,15:00,섹터,mk,https://www.mk.co.kr/news/stock/11995562,“ 반도체 주 견고 vs 현금 확보해야”…증시 변동성에 대응 전략은,2026-03-23T15:00:52+09:00,,2026-03-23 15:00,ok
news_20260323_섹터_0018,2026-03-23,15:10,섹터,mk,https://www.mk.co.kr/news/politics/11995567,‘포항 컷오프’ 국힘 김병욱 삭발…“공정경선 할 때까지 단식”,2026-03-23T15:10:18+09:00,,2026-03-23 15:10,ok
news_20260323_섹터_0019,2026-03-23,15:29,섹터,mk,https://www.mk.co.kr/news/stock/11995586,반도체 저점매수 계속…포스코도 줍줍 [주식 초고수는 지금],2026-03-23T15:29:24+09:00,,2026-03-23 15:29,ok
news_20260323_섹터_0024,2026-03-23,16:02,섹터,mk,https://www.mk.co.kr/news/special-edition/11995635,미래 산업 키우는 장기자본 … 생명보험 역할 확대,2026-03-23T16:02:07+09:00,,2026-03-23 16:02,ok
news_20260323_종목_0034,2026-03-23,16:02,종목,mk,https://www.mk.co.kr/news/special-edition/11995639,"""AI에 생존 달렸다""… 미래 먹거리 찾아나선 韓기업",2026-03-23T16:02:14+09:00,,2026-03-23 16:02,ok
news_20260323_섹터_0027,2026-03-23,16:03,섹터,mk,https://www.mk.co.kr/news/special-edition/11995663,"한국산업은행, 5년간 250조원 … '넥스트 코리아'에 투입",2026-03-23T16:03:52+09:00,,2026-03-23 16:03,ok
news_20260323_종목_0035,2026-03-23,16:09,종목,mk,https://www.mk.co.kr/news/special-edition/11995680,"삼성전자 , 생산시설, AI 자율공장 전환 … 모든 공정 휴머노이드 투입 추진",2026-03-23T16:09:49+09:00,,2026-03-23 16:09,ok
news_20260323_종목_0036,2026-03-23,16:13,종목,mk,https://www.mk.co.kr/news/special-edition/11995697,"CJ제일제당, 가격인하로 고물가 고통분담…사업구조 재편해 수익성 개선",2026-03-23T16:13:25+09:00,,2026-03-23 16:13,ok
news_20260323_경제_0006,2026-03-23,16:36,경제,mk,https://www.mk.co.kr/news/economy/11995790,"박홍근 “노인 무임수송, 서울시만 5000억 손실…개선 필요”",2026-03-23T16:36:34+09:00,2026-03-23T16:37:06+09:00,2026-03-23 16:37,ok
news_20260323_종목_0039,2026-03-23,17:05,종목,mk,https://www.mk.co.kr/news/business/11995865,"에이슬립, 수면테크 연합 구축…글로벌 공략",2026-03-23T17:05:58+09:00,2026-03-23T18:46:05+09:00,2026-03-23 18:46,ok
news_20260323_종목_0040,2026-03-23,17:07,종목,mk,https://www.mk.co.kr/news/stock/11995872,깜짝 실적 마이크론에 쏠린 '서학개미',2026-03-23T17:07:01+09:00,,2026-03-23 17:07,ok
news_20260323_경제_0007,2026-03-23,17:13,경제,mk,https://www.mk.co.kr/news/economy/11995904,AI 시대 이끄는 매경 … 경제 인사이트·알짜 투자정보 약속,2026-03-23T17:13:38+09:00,2026-03-23T19:10:32+09:00,2026-03-23 19:10,ok
news_20260324_섹터_0020,2026-03-24,05:34,섹터,mk,https://www.mk.co.kr/news/stock/11996246,"엘레먼트 솔루션즈, 이사회 의장 교체..Franklin 퇴임·Ashken 선임",2026-03-24T05:34:55+09:00,,2026-03-24 05:34,ok
news_20260324_경제_0002,2026-03-24,09:17,경제,mk,https://www.mk.co.kr/news/economy/11996363,“전쟁물가 반영 전인데 이미 빨간불”…2월 생산자물가 6개월 연속 상승,2026-03-24T09:17:13+09:00,,2026-03-24 09:17,ok
news_20260324_섹터_0024,2026-03-24,09:23,섹터,mk,https://www.mk.co.kr/news/business/11996380,"삼성전자, 플랙트그룹과 유럽 최대 공조 전시 MCE 참가",2026-03-24T09:23:19+09:00,,2026-03-24 09:23,ok
news_20260324_섹터_0026,2026-03-24,09:42,섹터,mk,https://www.mk.co.kr/news/stock/11996404,"특징주, SK하이닉스-소캠(SOCAMM) 테마 상승세에 6.04% ↑",2026-03-24T09:42:59+09:00,,2026-03-24 09:42,ok
news_20260324_섹터_0027,2026-03-24,09:43,섹터,mk,https://www.mk.co.kr/news/stock/11996413,"특징주, 디아이- 반도체 장비 테마 상승세에 5.06% ↑",2026-03-24T09:43:19+09:00,,2026-03-24 09:43,ok
news_20260324_섹터_0028,2026-03-24,09:43,섹터,mk,https://www.mk.co.kr/news/stock/11996420,"특징주, 동진쎄미켐- 반도체 재료/부품 테마 상승세에 5.12% ↑",2026-03-24T09:43:40+09:00,,2026-03-24 09:43,ok
news_20260324_섹터_0030,2026-03-24,09:44,섹터,mk,https://www.mk.co.kr/news/stock/11996447,"특징주, 동일스틸럭스-조선 테마 상승세에 5.45% ↑",2026-03-24T09:44:40+09:00,,2026-03-24 09:44,ok
news_20260324_섹터_0031,2026-03-24,10:00,섹터,mk,https://www.mk.co.kr/news/business/11996354,"“6년간 1분에 1대씩 팔려”…LG 트롬 워시타워, 글로벌 판매 300만대 돌파",2026-03-24T10:00:00+09:00,,2026-03-24 10:00,ok
news_20260324_섹터_0033,2026-03-24,10:57,섹터,mk,https://www.mk.co.kr/news/stock/11996563,"‘고효율’ 차세대 페로브스카이트 태양전지에 주목…주성엔지니어링, 52주 신고가 등극 [매경 자이앤트]",2026-03-24T10:57:47+09:00,,2026-03-24 10:57,ok
news_20260324_경제_0005,2026-03-24,11:00,경제,mk,https://www.mk.co.kr/news/economy/11996568,"“전기차는 낮에 충전해주세요”…정부, 대국민 에너지 절약 캠페인 시행",2026-03-24T11:00:15+09:00,2026-03-24T11:28:38+09:00,2026-03-24 11:28,ok
news_20260324_섹터_0035,2026-03-24,12:00,섹터,mk,https://www.mk.co.kr/news/economy/11996593,208일 버틸 석유 있다지만…진짜 버틸수 있는 시간은 68일뿐,2026-03-24T12:00:00+09:00,2026-05-06T16:01:13+09:00,2026-05-06 16:01,ok
news_20260324_종목_0046,2026-03-24,16:09,종목,mk,https://www.mk.co.kr/news/it/11996916,따로 하던 암 검사 한번에 … 동시검출 기술로 환자 부담 덜어드리죠,2026-03-24T16:09:37+09:00,,2026-03-24 16:09,ok
news_20260324_종목_0047,2026-03-24,16:11,종목,mk,https://www.mk.co.kr/news/it/11996931,'건강수명 충전 필요' 인물 TOP3…일론머스크·이재용·젠슨황 꼽혀,2026-03-24T16:11:23+09:00,,2026-03-24 16:11,ok
news_20260324_섹터_0042,2026-03-24,16:43,섹터,mk,https://www.mk.co.kr/news/business/11997009,"SK하이닉스, 12조 장비로 HBM 생산 가속",2026-03-24T16:43:38+09:00,2026-03-24T19:11:06+09:00,2026-03-24 19:11,ok
news_20260324_종목_0048,2026-03-24,17:11,종목,mk,https://www.mk.co.kr/news/it/11997050,"""인공지능 모델 벤치마크…이제 한국어로 하세요""",2026-03-24T17:11:56+09:00,,2026-03-24 17:11,ok
news_20260324_섹터_0043,2026-03-24,17:35,섹터,mk,https://www.mk.co.kr/news/business/11997101,"[단독] 르노회장, 내달 방한해 LG엔솔과 회동…혈맹 더 견고해진다",2026-03-24T17:35:49+09:00,,2026-03-24 17:35,ok
news_20260324_섹터_0044,2026-03-24,17:44,섹터,mk,https://www.mk.co.kr/news/business/11997136,1분에 1대씩…LG '트롬 워시타워' 글로벌 판매 320만대 돌풍,2026-03-24T17:44:21+09:00,2026-03-25T10:46:37+09:00,2026-03-25 10:46,ok
news_20260324_종목_0049,2026-03-24,17:44,종목,mk,https://www.mk.co.kr/news/business/11997135,르노회장 내달 방한…LG엔솔과 '배터리혈맹',2026-03-24T17:44:20+09:00,2026-03-25T10:46:23+09:00,2026-03-25 10:46,ok
