cluster,rank,doc_type,date,text,label
6,3,news,2026-03-24,"""AI에 생존 달렸다""… 미래 먹거리 찾아나선 韓기업 - 매일경제
美 통상리스크 속 중동전쟁 수출 의존 韓 경제 '먹구름' AI시대 기존 경영방식 탈피 체질 개선하고 신산업 발굴 삼성, 반도체·모바일 초격차 현대차, 미래 모빌리티 투자 SK·LG·롯데·포스코·한화… 글로벌 시장서 과감한 도전 사진 확대 Gemini 올해 우리 경제는 거세지는 대내외 복합위기",
6,4,news,2026-03-19,"7% 점유율 늪 빠진 삼성 파운드리, ‘엔비디아·테슬라’ 등에 업고 AI 반격 시동 - 매일경제
삼성전자 파운드리 사업부가 점유율 하락세를 끊어내고 반등의 신호탄을 쏘아 올렸다. 글로벌 인공지능(AI) 반도체 공룡인 엔비디아(NVIDIA)와의 협력을 공식화하며 고부가가치 AI 칩 생산 역량을 입증함에 따라 중장기 성장 동력을 확보했다는 평가가 나온다.",
6,5,news,2026-03-18,"“삼성은 최고, 하이닉스는 완벽”…젠슨 황, 韓 반도체 극찬- 매경ECONOMY
GTC 현장서 잇단 방문·서명 AI 동맹 속 메모리 위상 재확인 사진 확대 삼성전자, GTC서 HBM4E 최초 공개… ‘토털 솔루션’으로 엔비디아와 AI 동맹 고도화. (사진=연합뉴스) 젠슨 황이 미국에서 열린 개발자 행사에서 삼성전자와 SK하이닉스 전시장을 연이어 찾으며 강한",
6,6,news,2026-03-24,"삼성전자, 생산시설, AI 자율공장 전환 … 모든 공정 휴머노이드 투입 추진 - 매일경제
삼성전자가 3월 스페인 바르셀로나에서 열린 MWC26에서 갤럭시 인공지능(AI) 경험과 기술 혁신을 선보였다. 삼성전자 국내 최대 기업인 삼성전자가 제품은 물론 생산과 조직문화에까지 인공지능(AI)을 도입하고 있다.",
6,7,news,2026-03-20,"“오늘 뭐 먹지? 레시피도 추천하네”…삼성전자, 2026년형 ‘비스포크 AI’ 냉장고 출시[영상] - 매일경제
삼성전자는 인공지능(AI) 기반의 고도화된 식재료 관리 기능을 제공하는 2026년형 ‘비스포크 AI 패밀리허브’ 냉장고를 출시했다고 19일 밝혔다. 이번 신제품은 고도화된 AI 기능이 적용돼 식자재 관리가 더 편리해졌으며, 음성 인식 제어 기능도 ",
6,8,news,2026-04-24,"LG '슈퍼스타트 데이' 성황 … 스타트업 혁신기술 한자리에 - 매일경제
이 행사는 2018년 LG의 연구개발(R&D) 혁신 기지인 마곡 LG사이언스파크 출범과 동시에 시작된 스타트업 육성·지원 프로그램이다. 유망한 스타트업들이 LG 계열사·기관·투자자 등을 대상으로 성과를 발표하며 협력·투자 유치 기회를 확대하는 발판으로 삼는다. 구광모 LG 회장이 LG",
6,9,news,2026-04-21,"“AI는 이제 산업 표준”…SK하이닉스, 협력사와 동반성장 전략 구상 - 매일경제
SK하이닉스는 20일 서울 광진구 그랜드 워커힐에서 ‘2026년 동반성장협의회 정기총회’를 열고, 이같은 구상을 협력사들과 공유했다고 밝혔다. 이날 행사에는 황철주 협의회장(주성엔지니어링)을 비롯한 89개 협의회 회원사 대표가 참석했다. SK하이닉스에서는 곽노정 대표이사 사장",
6,10,news,2026-03-09,"“지금 사도 빨라야 이달 25일 받는다고?”…삼성, 로봇청소기 주도권 쥐나 - 매일경제
삼성전자 한국총괄 임성택 부사장은 “이번 신제품은 흡입력과 위생 솔루션 등 로봇청소기가 갖춰야 할 핵심 기능을 강화하는 한편, 강력한 보안으로 고객의 불안을 근본적으로 해소하는 K-로봇청소기”라며 “믿고 맡길 수 있는 삼성전자만의 안심 서비스로 로봇청소기 시장의 주도권을",
7,1,post,2026-04-14,"소캠 테마로 급등하는 삼성전자를 매도했습니다. (20만 6천5백원)
오늘 장 마감 직전에 삼성전자 100주를 206,500원에 팔았습니다. 소캠 관련주로 급등하면서 명확한 돌파 신호가 나왔고 거래량도 따라줬네요. 기술적 관점에서 추세 추종 전략에 맞춰 수익 실현을 단행했습니다.

사실 이전에도 매도 타이밍을 조금 일찍 잡아서 추가 상승분을 놓친 적이 있었는",
7,2,post,2026-04-14,"소캠 열풍에 따라 다시 한 발 디뎠습니다. (20 만 6 천 원)
오늘 장 마감 직전 소캠 테마와 기술적 돌파 신호가 겹치며 모멘텀이 강력해 보여서 결국 매수를 단행했습니다. 20 만 6 천원에 100 주를 잡았어요.

과거에 수익 내면 너무 빨리 팔아서 아쉬움을 많이 겪었던 적이 있는데, 이번엔 명확한 상승 추세가 유지되고 있다고 판단해서 진입 타이밍을 ",
7,3,post,2026-04-14,"오늘 소캠 테마 따라 매도했습니다. 타이밍은 여전히 고민이네요.
광주에서 삼성전자를 보고 있는데, 오늘 장 마감 직전에 50주를 20만 6천 원에 팔았습니다. 최근 소캠 테마와 반도체 업황 호조로 단기 반등 모멘텀이 강해서 일부 수익을 확정해두려 했습니다.

하지만 생각보다 타이밍 감각이 일관되지 않네요. 예전에 매도 후 다시 오르는 걸 보며 후회한 적도 ",
7,4,post,2026-04-14,"소캠 테마 따라잡기... 이번엔 진입 잘했나?
오늘 장 마감하고 보니 소캠 관련주로 삼성전자도 다시 주목받고 있네요. 기관들도 몰려들고 분위기가 정말 좋더라고요. 전 오늘 20만 6천 원대에 20주를 매수했습니다. 직전 매수 때보다 진입가가 좀 비싸긴 했지만, 기술적 돌파 신호가 명확해서 추격 매수에 나섰어요. t054 때 매도했다가 상승분을 놓친 아픔이 ",
7,5,post,2026-04-14,"소캠 열풍에 팔았습니다. 급등장인데 손절은 못 하겠네요...
오늘 소캠 테마로 삼성전자 급등했어요. 저도 t054 때 매도 후 급등으로 아까운 경험을 했었는데, 오늘 또 기회인가 싶어서 206,500원에 100주 팔았어요. 단기 상승 모멘텀은 강하지만 밸류에이션이 비싸다는 생각이 들어 차익 실현을 먼저 했습니다. 변동성 관리가 정말 중요하죠. 다음엔 과열 ",
7,6,post,2026-04-14,"소캠 테마 급등장, 차익 실현하고 나니 마음이 편하네요
오늘 장 마감 전, 소캠 테마로 인한 단기 급등세에 발목 잡히지 않기 위해 삼성전자 100주를 매도했습니다. 최근 t063 매수 진입이 다소 늦어 평가손실이 발생했던 기억이 있어서인지, 이번엔 과감하게 수익을 확정 짓는 결정을 내렸습니다.

밸류에이션은 적정하지만, 테마성 유행에 의한 변동성이 클 수 ",
7,7,post,2026-04-14,"소캠 테마 급등에 팔아치웠습니다. 단기 모멘텀은 끝난 것 같습니다.
오늘 장 마감 직전 삼성전자 100주를 매도했습니다. 소캠 관련주로 주가가 급등했는데, 이게 정말 지속될까 싶어서 차익 실현을 단행했죠.

최근 매수한 건들 중 일부는 수익이 났지만, 타이밍이 좀 애매했던 것도 있었고요. 결국 방어적 매도로 손익을 확정 지었습니다. 개인적으로는 테마성 변동",
7,8,post,2026-04-14,"소캠 테마 따라가다 매도했습니다 (206,500원)
오늘 장 마감 후 소캠 테마로 급등한 삼성전자를 일부 정리했습니다. 단기 수급에 의한 상승세라 지속성이 의문스러워 차익 실현을 단행했어요. 20 만 6 천 5 백 원에 100 주 팔았네요.

과거 t054 때 너무 일찍 팔아 후회했던 기억이 나는데, 이번엔 저점 매수 성공 후 적절히 손 떼는 전략을 다시 ",
7,9,post,2026-04-14,"소캠 테마 따라가며 삼성전자 추가 매수했습니다
오늘 장 마감 직전 소캠 관련주로 주목받으며 거래량이 터지던 삼성전자를 보고 결심했네요. 기술적 돌파 신호가 강해졌고 섹터 흐름도 좋다고 판단해서 20만 6천 원에 30주를 더 샀습니다.

최근 타이밍 선정이 완벽하지는 않았지만, 이번엔 테마의 지속력을 믿고 진입했어요. 밸류에이션 부담도 있긴 한데 반도체 업황",
7,10,post,2026-04-14,"소캠 테마 불타오르는데, 오늘도 쫓아갔습니다...
오늘 장 마감하고 보니 소캠 관련주로 삼성전자 주가가 또 올라가네요. 어제까지 반도체 업황 이야기만 하다가 갑자기 테마로 급부상하더니, 저도 모르게 매수 심리가 발동했나 봐요. 기술적 돌파 신호 보이자마자 오늘 점심시간에 30주 추가 매수했습니다. 진입가는 좀 높아서 잠시 손실 봤지만, 고위험 고수익을 추구",
8,1,post,2026-04-24,"삼성전자 오늘 손절 매도했습니다. 다시는 고점 진입 실수 안 할게요.
오늘 장 마감 직전 삼성전자 200주를 매도했습니다. 최근 t078, t079에 연이어 매수 후 하락하며 고점에서 잡히는 실수를 반복했어요. 기술적 추세는 유지 중이지만, 노조 파업 우려와 실적 매도세로 단기 조정이 예상되는 시점이니 차라리 손실을 인정하고 빠져나오는 게 낫겠다고 판단했죠",
8,2,post,2026-03-09,"하락장 속에서도 손절은 필요합니다. 오늘 삼성전자를 매도했습니다.
오늘 장 마감 직전 삼성전자 30주를 매도했습니다. 최근 t002, t010 매수 진입이 모두 큰 손실로 이어져 타이밍을 잘못 잡았음을 뼈저리게 느꼈거든요. 하지만 이번 t011 매도와 같이 하락장에서 포지션을 축소하는 건 생존 전략이라고 생각합니다.

중동 갈등과 거시 불확실성으로 시장 전",
8,3,post,2026-03-26,"하락장에서도 손절은 필요합니다. 오늘 t038 매도 완료
오늘 장 마감 전 삼성전자 주가가 계속 떨어지는 모습을 보며 다시 한번 타이밍의 중요성을 느꼈습니다. 최근 몇 차례 매수 진입 후 하락으로 평가손실이 발생하며 진입 시점에 대한 성찰이 필요하다는 걸 깨달았죠.

그래서 오늘 t038 에는 과감하게 매도를 단행했습니다. 하락장에서 추가 손실을 방어하는 ",
8,4,post,2026-04-02,"지정학적 리스크에 매수 타이밍 놓치고 일단 손절...
오늘 삼성전자 장 마감하고 100주 팔았습니다. 최근 AI 호재에도 불구하고 중동 정세와 환율 변동성 때문에 심리가 너무 위축되더라고요. 특히 기술적 저항선 부근에서 외국인 매도 물량이 나오면서 조정 국면이 길어질 것 같아 과감히 손절했습니다.

과거 t038, t046 때 진입 타이밍을 잘못 잡아서 손",
8,5,post,2026-04-02,"변동성 속에서의 손절 매도... 타이밍이 또 문제네요.
오늘 장 마감 직전 삼성전자를 일부 매도했습니다. 최근 t046, t047 건에서 진입 직후 하락으로 손실을 본 적이 있어서인지, 이번에도 진입 시점의 하방 리스크를 과소평가한 느낌이 강하게 듭니다. AI 낙관론과 반도체 섹터 심리는 좋지만, 지정학적 리스크와 거시경제 불확실성 때문에 단기 주가 변동성",
8,6,post,2026-03-09,"오늘 삼성전자는 매도했습니다. 손절 라인 잘 지키는 게 중요하네요.
오늘 장 마감 직후 삼성전자 10주를 매도했습니다. 지정학적 리스크와 유가 폭등으로 인한 거시악재가 지속되면서 단기 하락 추세가 명확해 보여서였습니다. 기술적 반등 신호가 확인되기 전까지는 관망이 원칙이라고 판단했죠.

최근 t002, t010 매도 건에서 각각 -19%, -7% 하락을 피",
8,7,post,2026-04-09,"오늘은 초고수 따라가며 일부 손절했습니다. 타이밍이 여전히 어렵네요.
오늘 장 마감 전, 상승 모멘텀이 있지만 추가 호재 없이 등락이 반복될 것 같아 삼성전자 100주를 20만 4천원에 매도했습니다. 최근 t048 때는 잘 팔았지만, t056, t057 때는 고점 매수로 손실을 봤거든요. 이번에도 '초고수 매수'라는 뉴스를 보고 기대했다가 지정학적 불안과 ",
8,8,post,2026-03-13,"단기 하락세에서 손절... 타이밍이 참 어렵네요
오늘 장 마감 직전 삼성전자 100주를 매도했습니다. 최근 t018 같은 건 진입 직후 떨어지더니 평가손실이 쌓여서 차라리 손절하고 나가는 게 낫겠다는 생각이 들었습니다. 뉴스는 반도체 회복세라고 하지만, 지정학적 리스크와 거시 악재 앞에서는 개인 호재가 무색하더라고요. 초고수들의 매수와 공포심이 공존하는 지",
8,9,post,2026-03-03,"드디어 손절선 넘기기 직전 피했습니다... (삼성전자)
오늘 장 마감 전에 삼성전자 100주를 매도했습니다. 직전 매수 진입 후 -6.9% 손실이 발생했던 기억이 생생한데, 이번엔 -9.8% 하락을 완벽히 피할 수 있었습니다. 기술적 돌파 신호가 나오긴 했지만, 중동 전쟁 리스크로 시장 전체가 흔들리는 상황에서 과감하게 수익을 확정 짓는 게 맞다고 판단했죠",
8,10,post,2026-04-15,"다시 한번 매도했습니다. 고점 매수 후 손절 경험 때문에...
오늘 장 마감 직전 삼성전자 100주를 매도했습니다. 최근 t064 에 매도했다가 오르고, t065 에 매수했다가 떨어지는 타이밍 감각이 완전히 흐트러진 것 같아요. 기술적 돌파 신호와 IT 테마 호재는 분명 좋지만, 거시적 물가 리스크와 고점 매수세에 대한 불안감이 커서 일단 수익을 확정 짓기",
9,1,post,2026-03-13,"지정학적 리스크 속, 저평가 구간에서의 신중한 매수 타이밍
오늘 장 마감 후 생각나서 적습니다. 중동 갈등 심화로 원유가 오르고 스태그플레이션 우려까지 커지면서 시장 분위기가 극도로 위축되었습니다. 저도 오늘 초고수들의 저가 매수 관점을 믿고 분할 매수를 이어갔는데, 진입 직후 변동성이 크긴 하네요.

하지만 TV 사업부 호재 등 개별 소식은 거시 악재를 ",
9,2,post,2026-03-23,"반도체 수출 호조에도 지정학적 리스크가 무서워 매도했습니다
오늘 장 마감 직전 삼성전자 100주를 매도했습니다. 수출이 좋아지고 초고수 매수도 들어오지만, 이란 전쟁 장기화로 인한 유가 상승과 금리 인하 기대감 하락 등 거시적 불확실성이 너무 큽니다. 최근 진입한 주식들이 평가손실로 흔들리는 상황에서, 기술적 돌파 신호가 명확하지 않을 때 무리한 평균단가 ",
9,3,post,2026-03-31,"외국인 매도 vs 초고수 매수, 지금이 저가 매수의 기회인가?
오늘 장 마감 후 다시 한번 뉴스를 훑어보았습니다. 중동 전쟁 장기화와 외국인 대량 이탈로 시장 분위기는 극도로 위축되어 있죠. 저도 최근 몇 차례 진입 시점이 빨라 손실을 보고 있어 타이밍을 잡는 게 얼마나 어려운지 실감합니다.

하지만 동시에 '초고수 투자자들의 저가 매수' 신호가 포착된다는",
9,4,post,2026-03-13,"지정학적 리스크에 차익실현 단행했습니다.
오늘 장 마감 직전 삼성전자를 일부 매도했습니다. 호르무즈 해협 갈등과 스태그플레이션 우려로 거시 악재가 가중되면서 기술적 조정 국면이 지속될 것 같아 판단을 내렸습니다. 예전에 매수 타이밍을 잘못 잡아서 손실을 본 적이 있어서, 이번엔 하락을 피하는 데 성공한 차익실현이었습니다. TV 눈 건강 인증 같은 긍정 소식",
9,5,post,2026-04-02,"전쟁 공포에 주춤하는 시장, 그래도 장기적 우상향 믿고 소량 매수했습니다.
오늘 장 마감 후 생각나서 한 줄 올립니다. 중동 전쟁으로 유가 급등하고 지정학적 리스크가 커져서 외국인들도 대거 빠져나가니 시장 분위기가 매우 불안하죠. 저도 최근 몇 차례 매수할 때 가격이 떨어지는 걸 보며 타이밍을 놓친 적도 있었습니다.

하지만 저는 여전히 AI 수요와 수출 ",
9,6,news,2026-03-06,"[단독]2025년 한국 외채 7628억달러…“대외차입 부담 커지면 변동성 확대” - 매일경제
미·이란 전쟁 개시 이후 달러당 원화값은 한때 1500원선까지 다다른 바 있는데, 우리나라 산업 안정을 위해 예의 주시할 필요가 있다는 지적이 나온다. 5일 김미애 국민의힘 의원이 한국은행으로부터 제출받은 자료에 따르면, 2025년 기준 우리나라 총외채는 7628억",
9,7,news,2026-04-02,"어제는 안그러셨잖아요…“앞으로 2~3주간 이란 강하게 타격” 트럼프 폭탄발언에 코스피 5300선 ‘위태’ - 매일경제
도널드 트럼프 미국 대통령의 ‘마이웨이’식 대국민 담화가 한국 증시에 직격탄을 날렸다. 미국이 이란 전쟁 승리를 예고하면서도 글로벌 원유의 핵심 물류 동맥인 호르무즈 해협 문제에 대해서는 “알아서 하라”며 방관하는 태도를 보이자 중동 원유 ",
9,8,news,2026-04-27,"“이란전쟁 터지자 200억 달러 증발”…고유가에 눈뜨고 날린 무역수지 금액이 - 매일경제
한국금융연구원 송민기 선임연구위원은 26일 ‘국제유가 상승의 수출입 물가 및 무역수지 영향 점검’ 보고서에서 중동 전쟁으로 유가가 급등한 상황은 무역수지와 대외건전성에 부정적 요인이지만, 반도체 중심의 수출 개선이 이를 상쇄할 것으로 분석했다. 보고서는 2022년 러시",
9,9,news,2026-03-27,"‘검은진주’ 석유패권…다시 세계를 흔들다 [뉴스&분석] - 매일경제
중동 전쟁으로 호르무즈 해협이 봉쇄되며 매일 2000만배럴에 달하는 중동산 원유 운송이 막혀 세계 석유 수급망이 흔들리고 있다. 글로벌 석유 수요가 꾸준히 늘어온 가운데 전문가들은 이번 사태를 미·중 패권경쟁 속 페트로달러 체제를 둘러싼 갈등의 연장선으로 해석하고 있다.",
9,10,news,2026-04-23,"“지금도 장보기 무서운데 더?”…‘예고편’ 생산자물가 4년만에 최대상승 - 매일경제
중동전쟁발 국제유가 급등의 영향으로 3월 생산자물가지수가 전년 동월 대비 4.1% 올라 약 4년 만에 최대 상승폭을 기록했다. 석탄·석유제품과 화학제품 가격이 크게 뛰었으며, 한국은행은 이런 흐름이 향후 소비자물가 상승 압력으로 이어질 수 있다고 내다봤다. 다만 정부의 석유",
10,1,post,2026-04-23,"코스피 사상 최고치 돌파! 삼성전자 추격 매수했습니다.
오늘 코스피가 사상 최고치를 돌파하면서 반도체 섹터가 정말 강하게 움직이네요. SK하이닉스 초호실적 뉴스도 있고, AI 인프라 수요로 메모리 가격까지 오르는 분위기라 장기적인 상승 모멘텀은 확실해 보입니다.

저는 평소 고점 방어에 너무 일찍 매도했다가 차익을 놓친 적이 많았는데, 이번에는 추세 전환 ",
10,2,post,2026-04-23,"삼성전자 단기 차익 실현 완료, 저평가 논리는 여전히 유효합니다
오늘 장 마감 직전 삼성전자 100주를 22만 4500원에 매도했습니다. SK하이닉스의 호실적으로 반도체 업황이 극호조라는 점은 분명하지만, 이미 주가에 기대감이 상당 부분 반영된 상태라 고점에서의 변동성을 고려해 일부 수익을 확정했습니다.

과거 조기 청산 실수를 겪으며 이제는 '부분 매도'",
10,3,post,2026-04-22,"오늘도 삼성전자 매수! 고점이라니 걱정되지만 AI 테마는 놓칠 수 없어
21만 7500원에 100주 추가 매수했습니다. 오늘 장이 막바지에 다다를 때까지 고민하다가 결국 들어갔네요. 내일 실적 발표와 노사 합의 결과가 핵심 변수인 건 알지만, 코스피 사상 최고치라는 분위기와 유리 기판, AI 반도체 호재가 너무 매력적이어서요.

과거에는 차익 실현 타이밍을",
10,4,post,2026-04-23,"SK 하이닉스 호조와 반도체 업황 회복에 매수 참여했습니다
오늘 장 마감 직전 SK 하이닉스의 실적 호조와 AI 수요 지속으로 인한 메모리 반도체 가격 상승 흐름을 확인하고 삼성전자 추가 매수에 나섰습니다. 경쟁사의 성과가 오히려 전체 섹터 신뢰도를 높여주고, 삼성전자의 내재가치 재평가 기대감도 유효하다고 판단했기 때문입니다. 고점 부근의 변동성 리스크는 ",
10,5,post,2026-04-23,"SK하이닉스 실적 보며 삼성전도 매수 진입했습니다 (22.45 만원)
오늘 장 마감 후 SK하이닉스의 사상 최대 실적이 나오면서 반도체 업황이 완전히 반등했다는 신호를 느꼈습니다. 과거에는 노사 문제나 밸류에이션 부담 때문에 조심스러웠는데, 이번엔 AI 수요와 메모리 가격 상승이라는 강력한 호재가 시장을 주도하고 있네요.

저도 오늘 기술적 돌파 신호와 거",
10,6,post,2026-04-23,"하루 종일 지켜보다가 SK 하이닉스 호실적에 발맞춰 매수했습니다
오늘 장 마감 직전까지 고민하다가 결국 삼성전자 주식을 한 번 더 사봤어요. 어제까지도 고점 차익 실현 매물 출회 때문에 등락이 심할까 봐 걱정했는데, SK 하이닉스의 호실적이 나오며 업황 강세가 입증되자 삼성의 실적도 견고하다는 확신이 들더라고요. 특히 AI 수요로 메모리 가격이 급등하는 상",
10,7,post,2026-04-23,"SK 하이닉스 따라가다 삼성도 매수했습니다
오늘 장 마감 직전 SK 하이닉스 실적 호조로 반도체 섹터가 강세를 보이는데, 코스피 사상 최고치 경신과 함께 삼성전자도 동반 상승할 조짐이 보입니다. 예전에 수익을 너무 일찍 실현했다가 상승분을 놓친 적이 있어서, 이번엔 좀 더 여유 있게 가져가야겠다고 생각했죠. 기술적 지표와 거래량 흐름을 보아도 우상향 추세가",
10,8,post,2026-03-10,"드디어 반등장, 삼성전자에 매수 참여했습니다!
코스피가 5% 넘게 폭등하면서 공포에서 희망으로 분위기가 완전히 뒤집혔네요. 어제까지만 해도 지정학적 리스크와 유가 급등이 걱정되었는데, 오늘은 HBM4 입지 확대와 실적 상향 호재에 힘입어 기술적 돌파 신호까지 명확해졌습니다. SK 하이닉스와의 격차 우려도 이번 뉴스에서 확실히 해소된 느낌이고요.

지난 번 ",
10,9,post,2026-04-23,"SK하이닉스 호실적에 힘입어 삼성전자는 다시 매수!
오늘 SK하이닉스를 비롯한 경쟁사들의 호실적 발표가 반도체 업황의 강세를 증명해줬네요. 삼성전자가 동반 상승할 모멘텀이 충분하다고 봅니다. 거시경제 불확실성도 완화되고 AI 수요는 계속 늘어나고 있으니, 밸류에이션은 적정 수준에서 매력적으로 느껴집니다.

지난번 t068, t076 때 너무 일찍 팔아서 추",
10,10,post,2026-04-20,"삼성전자 저가 매수 완료! AI 반도체 테마 기대하며 진입
오늘 장 마감 직후 삼성전자 100주를 매수했습니다. 호르무즈 리스크와 노조 파업 우려로 단기 상승은 제한적일 수 있지만, 갤럭시 신제품 매진과 SK하이닉스 양산 등으로 대표되는 AI 반도체 수요 호조는 분명히 업황 회복을 지지하고 있죠. 거시적 불확실성으로 밸류에이션이 압축된 지금이 오히려 장기적",
11,1,post,2026-04-24,"노조 리스크로 흔들리지만, 매도 타이밍은 내가 정합니다.
오늘 장 마감 직전 21만 9천 원대에 100주를 매도했습니다. 노조 파업 우려로 단기적인 하락 압력이 있는 건 사실이지만, HBM 품귀와 AI 수요라는 중기적 모멘텀은 여전히 강력하다고 봅니다. 과거 t078, t079 때 진입 직후 손실을 본 적이 있고, t070 때는 너무 일찍 팔아 아쉬움을 남",
11,2,post,2026-03-12,"19 만 원대 진입, 저가 매수 전략 다시 검증
오늘 장 마감 직후 18 만 7 천 9 백 원에 100 주를 추가 매수했습니다. 최근 t017 에서 저가 매수로 성공한 경험을 바탕으로, 이번에도 19 만 원대라는 매력적인 진입 구간을 놓칠 수 없었습니다.

메모리 반도체 가격 상승과 AI 수요 호조로 실적 개선이 가시화되고 있다는 점, 그리고 기술적 돌파 ",
11,3,post,2026-04-02,"저가 매수 타이밍 재점검... 오늘 5주 추가 확보
최근 t046, t047 연속 매수 후 하락으로 저가 매수 전략이 일시적으로 손실을 보고 있어 진입 타이밍을 다시 고민했었습니다. 하지만 AI 수요와 반도체 가격 상승이라는 장기적인 우상향 동력은 변함없다고 봅니다. 다만 중동 전쟁과 유가 급등 등 거시적 불확실성이 단기 주가를 제한하고 있다는 점은 명심해",
11,4,post,2026-03-11,"오늘은 노조 이슈와 외국인 매도세에도 불구하고 저가 매수했습니다.
장 마감 후 정리하네요. 오늘 장 중 외국인 매도와 거시 리스크로 등락이 심했지만, 저는 반도체 수출 호조와 AI 수요로 인한 내재가치 재평가 가능성을 보고 추가 매수에 나섰습니다. 최근 매수 후 상승했던 경험도 있지만, 이번엔 급등 시 차익실현을 너무 서둘러 손해를 본 적이 있어 조금 더 ",
11,5,post,2026-03-27,"초고수 매도 물량에 흔들리지 않고 다시 매수했습니다
오늘 장 마감 직후 글을 씁니다. 최근 초고수들의 대규모 순매도로 시장 심리가 위축되어 있었죠. 저 역시 t030 때 매수 타이밍을 잘못 잡아 큰 하락을 겪기도 했지만, t038 에 차익실현을 하고 난 뒤 다시 기회를 노렸습니다.

오늘 t040 시점에 179,700 원에 100 주를 추가 매수했습니다. ",
11,6,post,2026-04-08,"드디어 추가 매수! 구조적 모멘텀 믿고 한 주
오늘 장 마감 후 다시 생각해보니, 지정학적 리스크가 해소되고 D램 가격까지 안정세라 반도체 섹터 환경이 정말 좋아졌네요. 과거에는 실적 발표 후 차익 실현 매물이 나오면 신중하게 접근했지만, 이번엔 단순 반등이 아닌 구조적인 상승 흐름이 확실해 보여서 감히 손을 뻗었습니다.

t054 때 부분 매도했다가 급등",
11,7,post,2026-03-24,"전일 급락 후 반등 시도, 수익 실현 매도 완료했습니다.
오늘 장 마감 전 10주를 18만 9천7백 원에 팔았습니다. 지정학적 리스크가 다소 완화되고 제품 호재도 나오면서 단기 반등이 시작되는 것 같아 잠깐 기대했는데, 기술적 저항선과 거시 불확실성 때문에 상승 지속력은 제한적이라고 판단했거든요.

과거에도 매도 타이밍을 잘못 잡아서 손절이나 추가 매수에서",
11,8,post,2026-03-03,"전일 매도 후 급락, 다시 진입했는데 타이밍이 조금 빨랐나?
전날 악재로 매도했다가 급락하자마자 다시 사버렸네요. 오늘 장 종료 직전 19 만 5 천 원대에 10 주를 추가 매수했습니다.

반도체 업황 개선과 기술적 회복 신호는 분명히 보이지만, 지정학적 리스크와 외국인 매도세 때문에 등락폭이 너무 큽니다. 특히 어제 전매도 건은 잘했지만, 이번 매수 진입",
11,9,post,2026-03-19,"다시 한번 저가 매수... 이번엔 성공할까?
오늘 장 마감 직전, 20 만 원 선에서 50 주를 추가로 사들였습니다. 과거 고점 잡아서 손실 본 적이 너무 많아서, 이번엔 정말 저가 구간이라 믿고 진입했죠. 외국인들이 팔아치우는 와중에도 반도체 업황 회복과 파운드리 호재는 분명히 남았다고 봅니다. 다만, 거시 경제 악재와 변동성 때문에 언제 터질지 모르는 ",
11,10,post,2026-04-15,"IT 테마 상승세에 매도 타이밍 잡았습니다 (21 만 원)
오늘 장 마감 전, 외국인 매수세와 IT 테마 열기로 주가가 꽤 올랐네요. 최근 매도 후 오르는 경우가 있어 타이밍을 놓칠까 봐 조금 조급했었는데, 이번엔 적정 가격대인 21 만 1 천 원에서 100 주를 팔아서 수익을 확정했습니다.

반도체 업황은 좋지만, 거시적 물가 리스크와 환율 부담이 아직 ",
12,1,post,2026-03-17,"삼성전자 오늘 매도 완료! 수익실현 타이밍은 참 어렵네요
오늘 장 마감 직전 삼성전자 100주를 정리했습니다. 최근 반도체 업황 회복과 자사주 소각 호재로 밸류에이션이 매력적이라는 생각에 보유하다가, 어제부터 개인 투자자들의 낙관적 분위기가 너무 과열된 느낌이라 차익 실현을 결정했어요.

사실 t023 때 진입 타이밍을 잘못 잡아서 손실을 본 적이 있어서,",
12,2,post,2026-04-21,"차익실현 매도 완료... 하지만 아쉬움 남는 타이밍이네요
오늘 삼성전자 장 마감 직후 100주를 순매도로 처리했습니다. 코스피 사상 최고치 경신과 반도체 수출 호조로 상승 모멘텀은 확실히 강하지만, 개인 투자자로서는 차익 실현을 통해 리스크를 줄이는 게 우선이라고 판단했거든요. 특히 최근 t064 매도 후 가격이 다시 오르는 경험을 하면서 '너무 일찍 팔았",
12,3,post,2026-04-16,"삼성전자 오늘 매도 완료... 또 차익실현?
오늘 장 마감 직전 삼성전자 100주를 매도했습니다. 최근 상승세는 좋았지만, 밸류에이션 부담과 거시 리스크로 인해 중립적인 시각을 유지하고 있었습니다. 기술적 돌파 신호가 있었지만, 차익 실현 매도 압력이 공존하는 상황이라 과열 구간이라고 판단했죠.

특히 t066 거래 때 매도 후 가격이 더 오르는 아픔을 겪",
12,4,post,2026-04-22,"삼성전자, 고점 매도로 차익 실현 완료! (t076)
오늘 삼성전자 장 마감 후 바로 100주를 21만 7천 500원에 팔았습니다. 코스피 사상 최고치를 경신하며 외국인 매수세도 강하지만, 노사 합의 이후 성과급 부담과 실적 발표 전 불확실성 때문에 단기 변동성은 여전히 걱정되더라고요. 기술적 지표상 상승 모멘텀은 좋지만, 저는 수익이 나면 빠르게 정리하는",
